AIRPORT_ID,YEAR,MONTH,DAY_OF_MONTH,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_WAC,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,FIRST_DEP_TIME,TOTAL_ADD_GTIME,LONGEST_ADD_GTIME,field1,FL_DATE,DurationofEvent,DurationinMinutes
23587,2018,5,9,5/9/2018,UA,19977,UA,N468UA,1446,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1535,1558,23,23,1,1,1500-1559,35,1633,0,,0,54,66,26,1,137,1,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23588,2018,5,9,5/9/2018,UA,19977,UA,N816UA,1420,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,901,944,43,43,1,2,0900-0959,25,1009,0,,0,136,142,111,1,867,4,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23589,2018,5,9,5/9/2018,UA,19977,UA,N841UA,1285,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2125,808,643,643,1,12,2100-2159,29,837,0,,0,85,91,58,1,413,2,0,2150,79,79,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23590,2018,5,9,5/9/2018,UA,19977,UA,N34282,1280,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1608,1001,1073,1073,1,12,1600-1659,17,1018,0,,0,398,395,374,1,2846,11,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23591,2018,5,9,5/9/2018,UA,19977,UA,N846UA,1264,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1935,2035,60,60,1,4,1900-1959,87,2202,0,,0,119,178,88,1,612,3,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23592,2018,5,9,5/9/2018,UA,19977,UA,N61887,1263,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,801,832,31,31,1,2,0800-0859,69,941,0,,0,160,202,128,1,1012,5,31,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23593,2018,5,9,5/9/2018,UA,19977,UA,N35260,1250,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2122,2150,28,28,1,1,2100-2159,66,2256,0,,0,73,121,51,1,299,2,28,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23594,2018,5,9,5/9/2018,UA,19977,UA,N16217,1224,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1752,1953,121,121,1,8,1700-1759,91,2124,0,,0,171,217,121,1,925,4,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23595,2018,5,9,5/9/2018,UA,19977,UA,N452UA,1223,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1815,1950,95,95,1,6,1800-1859,66,2056,0,,0,142,197,121,1,867,4,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23596,2018,5,9,5/9/2018,UA,19977,UA,N66841,1186,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2108,2129,21,21,1,1,2100-2159,101,2310,0,,0,269,324,218,1,1744,7,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23597,2018,5,9,5/9/2018,UA,19977,UA,N68821,1185,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1945,859,794,794,1,12,1900-1959,19,918,0,,0,186,170,148,1,1197,5,0,1947,112,112,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23598,2018,5,9,5/9/2018,UA,19977,UA,N405UA,1166,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,800,825,25,25,1,1,0800-0859,55,920,0,,0,128,184,125,1,733,3,25,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23599,2018,5,9,5/9/2018,UA,19977,UA,N16713,1146,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1010,1121,71,71,1,4,1000-1059,18,1139,0,,0,108,111,89,1,612,3,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23600,2018,5,9,5/9/2018,UA,19977,UA,N14250,1120,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2246,2318,32,32,1,2,2200-2259,28,2346,0,,0,160,166,121,1,888,4,11,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23601,2018,5,9,5/9/2018,UA,19977,UA,N428UA,1113,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1950,2052,62,62,1,4,1900-1959,46,2138,0,,0,172,180,131,1,925,4,4,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23602,2018,5,9,5/9/2018,UA,19977,UA,N824UA,1110,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1415,1504,49,49,1,3,1400-1459,10,1514,0,,0,122,116,103,1,783,4,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23603,2018,5,9,5/9/2018,UA,19977,UA,N899UA,1100,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1000,1025,25,25,1,1,1000-1059,33,1058,0,,0,277,284,247,1,1829,8,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23604,2018,5,9,5/9/2018,UA,19977,UA,N29717,1044,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,700,807,67,67,1,4,0700-0759,17,824,0,,0,128,125,104,1,733,3,64,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23605,2018,5,9,5/9/2018,UA,19977,UA,N53441,1003,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1753,1840,47,47,1,3,1700-1759,31,1911,0,,0,274,281,236,1,1744,7,47,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23606,2018,5,9,5/9/2018,UA,19977,UA,N460UA,1001,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,801,822,21,21,1,1,0800-0859,57,919,0,,0,187,216,156,1,1182,5,21,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23607,2018,5,9,5/9/2018,UA,19977,UA,N14231,992,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,750,823,33,33,1,2,0700-0759,40,903,0,,0,135,162,116,1,867,4,33,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23608,2018,5,9,5/9/2018,UA,19977,UA,N73278,976,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2120,2153,33,33,1,2,2100-2159,77,2310,0,,0,72,130,46,1,316,2,1,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23609,2018,5,9,5/9/2018,UA,19977,UA,N481UA,964,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1800,1830,30,30,1,2,1800-1859,88,1958,0,,0,129,212,117,1,642,3,12,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23610,2018,5,9,5/9/2018,UA,19977,UA,N816UA,913,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1533,1546,13,13,0,0,1500-1559,99,1725,0,,0,148,229,119,1,867,4,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23611,2018,5,9,5/9/2018,UA,19977,UA,N824UA,910,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,900,904,4,4,0,0,0900-0959,51,955,0,,0,128,160,102,1,733,3,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23612,2018,5,9,5/9/2018,UA,19977,UA,N855UA,791,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1100,1127,27,27,1,1,1100-1159,26,1153,0,,0,126,131,100,1,733,3,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23613,2018,5,9,5/9/2018,UA,19977,UA,N14228,788,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2108,2229,81,81,1,5,2100-2159,63,2332,0,,0,111,182,113,1,612,3,68,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23614,2018,5,9,5/9/2018,UA,19977,UA,N468UA,782,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1950,2204,134,134,1,8,1900-1959,46,2250,0,,0,152,167,114,1,802,4,1,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23615,2018,5,9,5/9/2018,UA,19977,UA,N410UA,774,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2246,2304,18,18,1,1,2200-2259,34,2338,0,,0,84,91,53,1,334,2,18,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23616,2018,5,9,5/9/2018,UA,19977,UA,N853UA,771,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,806,1024,138,138,1,9,0800-0859,39,1103,0,,0,154,158,113,1,802,4,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23617,2018,5,9,5/9/2018,UA,19977,UA,N62849,765,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1800,1840,40,40,1,2,1800-1859,27,1907,0,,0,160,160,124,1,888,4,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23618,2018,5,9,5/9/2018,UA,19977,UA,N211UA,761,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,820,857,37,37,1,2,0800-0859,50,947,0,,0,280,308,247,1,1846,8,37,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23619,2018,5,9,5/9/2018,UA,19977,UA,N24202,748,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,805,838,33,33,1,2,0800-0859,77,955,0,,0,167,217,137,1,925,4,33,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23620,2018,5,9,5/9/2018,UA,19977,UA,N33209,743,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1805,1923,78,78,1,5,1800-1859,17,1940,0,,0,282,286,251,1,1846,8,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23621,2018,5,9,5/9/2018,UA,19977,UA,N75432,742,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,755,820,25,25,1,1,0700-0759,51,911,0,,0,170,193,138,1,1120,5,25,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23622,2018,5,9,5/9/2018,UA,19977,UA,N27722,702,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1808,1817,9,9,0,0,1800-1859,49,1906,0,,0,75,102,48,1,316,2,8,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23623,2018,5,9,5/9/2018,UA,19977,UA,N493UA,692,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1800,1907,67,67,1,4,1800-1859,66,2013,0,,0,136,180,109,1,733,3,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23624,2018,5,9,5/9/2018,UA,19977,UA,N87513,679,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1915,1953,38,38,1,2,1900-1959,76,2109,0,,0,99,154,72,1,528,3,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23625,2018,5,9,5/9/2018,UA,19977,UA,N68452,675,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,745,825,40,40,1,2,0700-0759,37,902,0,,0,155,172,124,1,888,4,40,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23626,2018,5,9,5/9/2018,UA,19977,UA,N62849,667,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,801,835,34,34,1,2,0800-0859,82,957,0,,0,230,274,187,1,1440,6,34,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23627,2018,5,9,5/9/2018,UA,19977,UA,N805UA,658,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1934,2116,102,102,1,6,1900-1959,92,2248,0,,0,130,207,112,1,717,3,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23628,2018,5,9,5/9/2018,UA,19977,UA,N37470,651,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1945,2000,15,15,1,1,1900-1959,60,2100,0,,0,257,287,224,1,1723,7,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23629,2018,5,9,5/9/2018,UA,19977,UA,N69838,640,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2115,2127,12,12,0,0,2100-2159,96,2303,0,,0,115,197,96,1,678,3,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23630,2018,5,9,5/9/2018,UA,19977,UA,N66841,635,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1020,1051,31,31,1,2,1000-1059,20,1111,0,,0,267,265,235,1,1721,7,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23631,2018,5,9,5/9/2018,UA,19977,UA,N802UA,632,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,855,1000,65,65,1,4,0800-0859,13,1013,0,,0,106,111,83,1,588,3,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23632,2018,5,9,5/9/2018,UA,19977,UA,N66848,626,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1829,1838,9,9,0,0,1800-1859,64,1942,0,,0,124,164,95,1,678,3,7,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23633,2018,5,9,5/9/2018,UA,19977,UA,N38451,613,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1940,2101,81,81,1,5,1900-1959,81,2222,0,,0,131,187,98,1,719,3,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23634,2018,5,9,5/9/2018,UA,19977,UA,N432UA,609,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1125,1200,35,35,1,2,1100-1159,19,1219,0,,0,131,126,99,1,719,3,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23635,2018,5,9,5/9/2018,UA,19977,UA,N18220,599,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1942,2111,89,89,1,5,1900-1959,65,2216,0,,0,232,274,201,1,1514,7,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23636,2018,5,9,5/9/2018,UA,19977,UA,N75432,597,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1808,1826,18,18,1,1,1800-1859,121,2027,0,,0,114,239,115,1,622,3,18,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23637,2018,5,9,5/9/2018,UA,19977,UA,N448UA,580,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1942,2022,40,40,1,2,1900-1959,74,2136,0,,0,130,202,114,1,760,4,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23638,2018,5,9,5/9/2018,UA,19977,UA,N66893,569,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1000,1025,25,25,1,1,1000-1059,37,1102,0,,0,262,273,234,1,1739,7,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23639,2018,5,9,5/9/2018,UA,19977,UA,N819UA,521,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1249,1451,122,122,1,8,1200-1259,11,1502,0,,0,209,200,176,1,1250,6,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23640,2018,5,9,5/9/2018,UA,19977,UA,N66825,518,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1954,2010,16,16,1,1,1900-1959,78,2128,0,,0,268,318,236,1,1739,7,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23641,2018,5,9,5/9/2018,UA,19977,UA,N447UA,515,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2005,725,680,680,1,12,2000-2059,17,742,0,,0,267,254,231,1,1781,8,0,2121,111,111,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23642,2018,5,9,5/9/2018,UA,19977,UA,N819UA,511,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2000,2232,152,152,1,10,2000-2059,61,2333,0,,0,170,190,124,1,977,4,11,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23643,2018,5,9,5/9/2018,UA,19977,UA,N69819,483,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1950,2049,59,59,1,3,1900-1959,62,2151,0,,0,235,271,191,1,1440,6,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23644,2018,5,9,5/9/2018,UA,19977,UA,N61887,459,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1539,1608,29,29,1,1,1500-1559,55,1703,0,,0,159,184,123,1,888,4,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23645,2018,5,9,5/9/2018,UA,19977,UA,N476UA,439,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2120,2138,18,18,1,1,2100-2159,40,2218,0,,0,235,250,203,1,1514,7,12,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23646,2018,5,9,5/9/2018,UA,19977,UA,N427UA,427,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,730,819,49,49,1,3,0700-0759,25,844,0,,0,128,136,106,1,733,3,49,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23647,2018,5,9,5/9/2018,UA,19977,UA,N899UA,395,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2110,2133,23,23,1,1,2100-2159,81,2254,0,,0,76,146,57,1,235,1,23,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23648,2018,5,9,5/9/2018,UA,19977,UA,N66837,327,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,748,833,45,45,1,3,0700-0759,69,942,0,,0,168,203,130,1,977,4,45,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23649,2018,5,9,5/9/2018,UA,19977,UA,N33203,302,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,934,1015,41,41,1,2,0900-0959,50,1105,0,,0,73,100,45,1,316,2,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23650,2018,5,9,5/9/2018,UA,19977,UA,N829UA,273,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1940,16,276,276,1,12,1900-1959,14,30,0,,0,91,79,62,1,416,2,4,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23651,2018,5,9,5/9/2018,UA,19977,UA,N37434,262,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1950,2115,85,85,1,5,1900-1959,56,2211,0,,0,265,290,225,1,1721,7,15,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23652,2018,5,9,5/9/2018,UA,19977,UA,N77537,246,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1815,2114,179,179,1,11,1800-1859,65,2219,0,,0,160,200,130,1,1012,5,4,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23653,2018,5,9,5/9/2018,UA,19977,UA,N34222,225,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1802,2050,168,168,1,11,1800-1859,48,2138,0,,0,110,144,91,1,588,3,0,1827,87,87,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23654,2018,5,9,5/9/2018,UA,19977,UA,N889UA,220,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2005,2138,93,93,1,6,2000-2059,80,2258,0,,0,84,135,52,1,334,2,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23655,2018,5,9,5/9/2018,UA,19977,UA,N465UA,212,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,749,829,40,40,1,2,0700-0759,46,915,0,,0,185,207,155,1,1197,5,40,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23656,2018,5,9,5/9/2018,UA,19977,UA,N16234,206,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,815,901,46,46,1,3,0800-0859,64,1005,0,,0,160,201,132,1,1005,5,46,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23663,2018,5,3,5/3/2018,9E,20363,9E,N8683B,4071,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,815,913,58,58,1,3,0800-0859,26,939,0,,0,68,95,63,1,264,2,7,,,,,,,,3,5/3/2018,0 days 21:42:00.000000000,1302
23664,2018,5,9,5/9/2018,9E,20363,9E,N981EV,4071,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,815,1036,141,141,1,9,0800-0859,39,1115,0,,0,68,88,45,1,264,2,0,,,,,,,,4,5/9/2018,0 days 11:59:00.000000000,719
23665,2018,5,14,5/14/2018,9E,20363,9E,N8972E,4071,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,815,1150,215,215,1,12,0800-0859,15,1205,0,,0,68,61,43,1,264,2,5,,,,,,,,7,5/14/2018,0 days 14:53:00.000000000,893
23666,2018,5,21,5/21/2018,9E,20363,9E,N8837B,4071,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,815,851,36,36,1,2,0800-0859,38,929,0,,0,68,85,44,1,264,2,6,,,,,,,,10,5/21/2018,0 days 04:12:00.000000000,252
23667,2018,5,3,5/3/2018,9E,20363,9E,N398CA,4096,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,545,620,35,35,1,2,0001-0559,20,640,0,,0,76,65,40,1,264,2,0,,,,,,,,3,5/3/2018,0 days 21:42:00.000000000,1302
23668,2018,5,15,5/15/2018,9E,20363,9E,N391CA,4096,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,545,1013,268,268,1,12,0001-0559,28,1041,0,,0,76,75,41,1,264,2,4,,,,,,,,8,5/15/2018,0 days 02:00:00.000000000,120
23670,2018,5,14,5/14/2018,AS,19930,AS,N627VA,1211,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1745,1854,69,69,1,4,1700-1759,29,1923,0,,0,281,304,269,1,1846,8,0,,,,,,,,7,5/14/2018,0 days 14:53:00.000000000,893
23671,2018,5,14,5/14/2018,AS,19930,AS,N632VA,1241,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1856,2000,64,64,1,4,1800-1859,45,2045,0,,0,289,295,243,1,1744,7,0,,,,,,,,7,5/14/2018,0 days 14:53:00.000000000,893
23675,2018,5,20,5/20/2018,AS,19930,AS,N529AS,139,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,950,1009,19,19,1,1,0900-0959,42,1051,0,,0,385,392,347,1,2846,11,0,,,,,,,,9,5/20/2018,0 days 00:00:00.000000000,0
23676,2018,5,20,5/20/2018,AS,19930,AS,N636VA,1211,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1730,1757,27,27,1,1,1700-1759,24,1821,0,,0,282,272,245,1,1846,8,0,,,,,,,,9,5/20/2018,0 days 00:00:00.000000000,0
23677,2018,5,20,5/20/2018,AS,19930,AS,N633VA,1241,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1855,1910,15,15,1,1,1800-1859,30,1940,0,,0,272,284,236,1,1744,7,0,,,,,,,,9,5/20/2018,0 days 00:00:00.000000000,0
23678,2018,5,21,5/21/2018,AS,19930,AS,N453AS,21,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1913,2022,69,69,1,4,1900-1959,42,2104,0,,0,266,275,226,1,1721,7,0,,,,,,,,10,5/21/2018,0 days 04:12:00.000000000,252
23679,2018,5,21,5/21/2018,AS,19930,AS,N520AS,139,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,950,1011,21,21,1,1,0900-0959,83,1134,0,,0,385,444,357,1,2846,11,0,,,,,,,,10,5/21/2018,0 days 04:12:00.000000000,252
23680,2018,5,21,5/21/2018,AS,19930,AS,N835VA,1201,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,800,947,107,107,1,7,0800-0859,30,1017,0,,0,278,281,248,1,1846,8,0,,,,,,,,10,5/21/2018,0 days 04:12:00.000000000,252
23681,2018,5,21,5/21/2018,AS,19930,AS,N640VA,1211,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1730,1806,36,36,1,2,1700-1759,45,1851,0,,0,282,311,245,1,1846,8,0,,,,,,,,10,5/21/2018,0 days 04:12:00.000000000,252
23682,2018,5,21,5/21/2018,AS,19930,AS,N623VA,1231,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,715,734,19,19,1,1,0700-0759,28,802,0,,0,268,277,237,1,1744,7,19,,,,,,,,10,5/21/2018,0 days 04:12:00.000000000,252
23683,2018,5,21,5/21/2018,AS,19930,AS,N854VA,1241,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1855,1912,17,17,1,1,1800-1859,27,1939,0,,0,272,273,238,1,1744,7,0,,,,,,,,10,5/21/2018,0 days 04:12:00.000000000,252
23701,2018,5,13,5/13/2018,B6,20409,B6,N705JB,563,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,600,650,50,50,1,3,0600-0659,21,711,0,,0,176,191,157,1,1182,5,0,609,21,21,,,,,6,5/13/2018,0 days 08:51:00.000000000,531
23702,2018,5,13,5/13/2018,B6,20409,B6,N603JB,606,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2050,2102,12,12,0,0,2000-2059,19,2121,0,,0,130,133,97,1,740,3,0,,,,,,,,6,5/13/2018,0 days 08:51:00.000000000,531
23703,2018,5,13,5/13/2018,B6,20409,B6,N258JB,906,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1044,1216,92,92,1,6,1000-1059,30,1246,0,,0,135,136,99,1,740,3,0,,,,,,,,6,5/13/2018,0 days 08:51:00.000000000,531
23704,2018,5,13,5/13/2018,B6,20409,B6,N346JB,1106,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1825,1828,3,3,0,0,1800-1859,41,1909,0,,0,139,152,99,1,740,3,0,,,,,,,,6,5/13/2018,0 days 08:51:00.000000000,531
23705,2018,5,14,5/14/2018,B6,20409,B6,N663JB,106,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,827,1104,157,157,1,10,0800-0859,17,1121,0,,0,129,119,98,1,740,3,0,,,,,,,,7,5/14/2018,0 days 14:53:00.000000000,893
23706,2018,5,14,5/14/2018,B6,20409,B6,N641JB,312,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1249,1531,162,162,1,10,1200-1259,36,1607,0,,0,145,163,102,1,867,4,0,,,,,,,,7,5/14/2018,0 days 14:53:00.000000000,893
