AIRPORT_ID,YEAR,MONTH,DAY_OF_MONTH,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_WAC,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,FIRST_DEP_TIME,TOTAL_ADD_GTIME,LONGEST_ADD_GTIME,field1,FL_DATE,DurationofEvent,DurationinMinutes
36728,2018,7,1,7/1/2018,AA,19805,AA,N922US,601,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1350,1455,65,65,1,4,1300-1359,43,1538,0,,0,218,262,198,1,1440,6,0,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
36731,2018,7,1,7/1/2018,AA,19805,AA,N869NN,1543,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1710,1732,22,22,1,1,1700-1759,35,1807,0,,0,252,272,231,1,1723,7,20,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
36733,2018,7,5,7/5/2018,AA,19805,AA,N935AN,1543,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1710,1757,47,47,1,3,1700-1759,47,1844,0,,0,251,266,216,1,1723,7,0,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
36736,2018,7,16,7/16/2018,AA,19805,AA,N932AN,1543,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1710,1742,32,32,1,2,1700-1759,16,1758,0,,0,251,249,228,1,1723,7,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
36741,2018,7,1,7/1/2018,AA,19805,AA,N991NN,1553,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1204,1244,40,40,1,2,1200-1259,14,1258,0,,0,252,246,225,1,1726,7,0,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
36748,2018,7,1,7/1/2018,AA,19805,AA,N942NN,1568,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1710,1740,30,30,1,2,1700-1759,45,1825,0,,0,257,282,228,1,1726,7,25,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
36749,2018,7,5,7/5/2018,AA,19805,AA,N317PG,1568,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1710,1714,4,4,0,0,1700-1759,41,1755,0,,0,255,276,230,1,1726,7,0,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
36761,2018,7,1,7/1/2018,AA,19805,AA,N983AN,1573,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1036,1146,70,70,1,4,1000-1059,33,1219,0,,0,155,181,142,1,1041,5,0,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
36765,2018,7,16,7/16/2018,AA,19805,AA,N905NN,1573,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1023,1046,23,23,1,1,1000-1059,16,1102,0,,0,159,155,134,1,1041,5,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
36768,2018,7,1,7/1/2018,AA,19805,AA,N306PB,1579,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1205,1218,13,13,0,0,1200-1259,29,1247,0,,0,122,136,101,1,783,4,0,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
36771,2018,7,1,7/1/2018,AA,19805,AA,N928AN,1582,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2019,2125,66,66,1,4,2000-2059,14,2139,0,,0,86,83,60,1,403,2,0,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
36772,2018,7,5,7/5/2018,AA,19805,AA,N891NN,1582,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2025,2113,48,48,1,3,2000-2059,33,2146,0,,0,83,98,61,1,403,2,0,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
36773,2018,7,16,7/16/2018,AA,19805,AA,N991NN,1582,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2220,2337,77,77,1,5,2200-2259,13,2350,0,,0,82,76,59,1,403,2,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
36789,2018,7,16,7/16/2018,AA,19805,AA,N917NN,1629,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,724,903,99,99,1,6,0700-0759,25,928,0,,0,152,167,133,1,977,4,0,724,81,81,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
36791,2018,7,1,7/1/2018,AA,19805,AA,N156UW,1652,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,850,933,43,43,1,2,0800-0859,8,941,0,,0,121,106,94,1,678,3,0,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
36796,2018,7,1,7/1/2018,AA,19805,AA,N174US,1883,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1715,1729,14,14,0,0,1700-1759,35,1804,0,,0,121,144,86,1,599,3,14,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
36798,2018,7,5,7/5/2018,AA,19805,AA,N170US,1883,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1716,1848,92,92,1,6,1700-1759,31,1919,0,,0,124,130,93,1,599,3,0,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
36813,2018,7,16,7/16/2018,AA,19805,AA,N916US,1920,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1512,1652,100,100,1,6,1500-1559,19,1711,0,,0,128,119,93,1,678,3,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
36822,2018,7,5,7/5/2018,AA,19805,AA,N704US,1941,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1821,2129,188,188,1,12,1800-1859,17,2146,0,,0,127,114,95,1,678,3,0,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
36835,2018,7,5,7/5/2018,AA,19805,AA,N523UW,1969,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1725,1759,34,34,1,2,1700-1759,39,1838,0,,0,221,258,216,1,1440,6,0,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
36846,2018,7,5,7/5/2018,AA,19805,AA,N544UW,1972,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1336,1434,58,58,1,3,1300-1359,15,1449,0,,0,126,128,100,1,678,3,58,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
36848,2018,7,16,7/16/2018,AA,19805,AA,N154UW,1972,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1336,1359,23,23,1,1,1300-1359,40,1439,0,,0,126,158,109,1,678,3,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
36855,2018,7,1,7/1/2018,AA,19805,AA,N843NN,2300,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1835,2127,172,172,1,11,1800-1859,26,2153,0,,0,149,147,115,1,802,4,0,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
36858,2018,7,5,7/5/2018,AA,19805,AA,N821NN,2300,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1835,1948,73,73,1,4,1800-1859,18,2006,0,,0,148,144,113,1,802,4,0,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
36863,2018,7,16,7/16/2018,AA,19805,AA,N903AN,2300,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1835,1907,32,32,1,2,1800-1859,21,1928,0,,0,148,155,115,1,802,4,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
36869,2018,7,1,7/1/2018,AA,19805,AA,N816NN,2302,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1330,1433,63,63,1,4,1300-1359,16,1449,0,,0,130,128,106,1,733,3,0,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
36871,2018,7,5,7/5/2018,AA,19805,AA,N906AN,2302,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1330,1434,64,64,1,4,1300-1359,9,1443,0,,0,130,116,101,1,733,3,50,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
36874,2018,7,16,7/16/2018,AA,19805,AA,N344PP,2302,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1330,1337,7,7,0,0,1300-1359,54,1431,0,,0,130,160,98,1,733,3,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
36883,2018,7,16,7/16/2018,AA,19805,AA,N905AN,2310,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1725,1753,28,28,1,1,1700-1759,12,1805,0,,0,269,262,246,1,1829,8,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
36889,2018,7,1,7/1/2018,AA,19805,AA,N944NN,2311,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2025,2136,71,71,1,4,2000-2059,29,2205,0,,0,265,274,242,1,1739,7,0,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
36902,2018,7,5,7/5/2018,AA,19805,AA,N994NN,2321,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1455,1516,21,21,1,1,1400-1459,31,1547,0,,0,137,154,116,1,867,4,17,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
36913,2018,7,5,7/5/2018,AA,19805,AA,N120EE,2346,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1425,1515,50,50,1,3,1400-1459,25,1540,0,,0,141,164,126,1,802,4,50,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
36917,2018,7,16,7/16/2018,AA,19805,AA,N120EE,2346,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1425,1641,136,136,1,9,1400-1459,20,1701,0,,0,141,155,120,1,802,4,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
36925,2018,7,1,7/1/2018,AA,19805,AA,N124AA,2364,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1710,1737,27,27,1,1,1700-1759,35,1812,0,,0,269,295,254,1,1744,7,14,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
36927,2018,7,5,7/5/2018,AA,19805,AA,N127AA,2364,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1710,1744,34,34,1,2,1700-1759,53,1837,0,,0,268,278,221,1,1744,7,0,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
36936,2018,7,1,7/1/2018,AA,19805,AA,N9022G,2366,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1850,2141,171,171,1,11,1800-1859,17,2158,0,,0,118,119,81,1,606,3,0,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
36938,2018,7,5,7/5/2018,AA,19805,AA,N4005X,2366,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1850,1939,49,49,1,3,1800-1859,18,1957,0,,0,116,122,97,1,606,3,0,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
36941,2018,7,16,7/16/2018,AA,19805,AA,N9008U,2366,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1850,1913,23,23,1,1,1800-1859,27,1940,0,,0,116,168,135,1,606,3,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
36952,2018,7,1,7/1/2018,AA,19805,AA,N822NN,2381,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2040,2208,88,88,1,5,2000-2059,59,2307,0,,0,85,121,56,1,334,2,0,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
36967,2018,7,5,7/5/2018,AA,19805,AA,N944NN,2382,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1800,2328,328,328,1,12,1800-1859,11,2339,0,,0,129,107,91,1,719,3,0,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
36970,2018,7,16,7/16/2018,AA,19805,AA,N972NN,2382,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1800,1952,112,112,1,7,1800-1859,29,2021,0,,0,134,166,121,1,719,3,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
36983,2018,7,16,7/16/2018,AA,19805,AA,N158AN,2384,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,715,726,11,11,0,0,0700-0759,12,738,0,,0,136,147,130,1,867,4,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
36985,2018,7,5,7/5/2018,AA,19805,AA,N841NN,2409,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1843,2158,195,195,1,12,1800-1859,13,2211,0,,0,157,143,126,1,1012,5,0,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
36992,2018,7,16,7/16/2018,AA,19805,AA,N982AN,2409,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1843,1913,30,30,1,2,1800-1859,28,1941,0,,0,157,159,125,1,1012,5,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37000,2018,7,5,7/5/2018,AA,19805,AA,N847NN,2411,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1455,1545,50,50,1,3,1400-1459,81,1706,0,,0,160,233,145,1,1005,5,0,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
37001,2018,7,16,7/16/2018,AA,19805,AA,N819NN,2411,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1455,1623,88,88,1,5,1400-1459,19,1642,0,,0,170,148,125,1,1005,5,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37010,2018,7,1,7/1/2018,AA,19805,AA,N860NN,2427,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1047,1116,29,29,1,1,1000-1059,10,1126,0,,0,248,240,224,1,1671,7,0,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
37013,2018,7,16,7/16/2018,AA,19805,AA,N338PK,2427,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1047,1130,43,43,1,2,1000-1059,27,1157,0,,0,248,265,235,1,1671,7,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37020,2018,7,1,7/1/2018,AA,19805,AA,N991AU,2428,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,810,836,26,26,1,1,0800-0859,14,850,0,,0,141,139,110,1,802,4,0,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
37022,2018,7,5,7/5/2018,AA,19805,AA,N164NN,2428,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,810,1017,127,127,1,8,0800-0859,23,1040,0,,0,142,138,102,1,802,4,0,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
37025,2018,7,5,7/5/2018,AA,19805,AA,N942AN,2429,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1505,1549,44,44,1,2,1500-1559,17,1606,0,,0,149,164,131,1,802,4,0,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
37030,2018,7,16,7/16/2018,AA,19805,AA,N826NN,2429,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1505,1537,32,32,1,2,1500-1559,24,1601,0,,0,149,158,122,1,802,4,14,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37037,2018,7,5,7/5/2018,AA,19805,AA,N912AN,2764,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1345,1446,61,61,1,4,1300-1359,42,1528,0,,0,128,142,92,1,599,3,61,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
37039,2018,7,16,7/16/2018,AA,19805,AA,N972AN,2764,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1345,1408,23,23,1,1,1300-1359,40,1448,0,,0,128,140,87,1,599,3,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37044,2018,7,1,7/1/2018,AA,19805,AA,N840NN,2778,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2005,2135,90,90,1,6,2000-2059,24,2159,0,,0,159,160,128,1,1005,5,0,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
37048,2018,7,1,7/1/2018,AA,19805,AA,N150NN,2786,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2145,2253,68,68,1,4,2100-2159,27,2320,0,,0,268,266,230,1,1744,7,0,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
37049,2018,7,5,7/5/2018,AA,19805,AA,N990AU,2786,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2145,8,143,143,1,9,2100-2159,18,26,0,,0,265,253,225,1,1744,7,0,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
37058,2018,7,5,7/5/2018,AA,19805,AA,N381AN,2796,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1341,1443,62,62,1,4,1300-1359,23,1506,0,,0,194,201,168,1,1197,5,62,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
37070,2018,7,1,7/1/2018,AA,19805,AA,N950AN,2798,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1730,1942,132,132,1,8,1700-1759,11,1953,0,,0,275,264,242,1,1846,8,0,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
37071,2018,7,5,7/5/2018,AA,19805,AA,N887NN,2798,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1730,1945,135,135,1,9,1700-1759,13,1958,0,,0,274,275,241,1,1846,8,0,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
37077,2018,7,1,7/1/2018,AA,19805,AA,N831NN,2801,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2010,2127,77,77,1,5,2000-2059,21,2148,0,,0,186,190,164,1,1236,5,0,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
37078,2018,7,5,7/5/2018,AA,19805,AA,N877NN,2801,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2011,2128,77,77,1,5,2000-2059,12,2140,0,,0,186,180,162,1,1236,5,0,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
37086,2018,7,1,7/1/2018,DL,19790,DL,N938DN,967,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1739,1936,117,117,1,7,1700-1759,10,1946,0,,0,95,67,52,1,334,2,0,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
37087,2018,7,1,7/1/2018,DL,19790,DL,N983AT,1060,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1646,2036,230,230,1,12,1600-1659,11,2047,0,,0,90,62,44,1,235,1,0,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
37095,2018,7,5,7/5/2018,B6,20409,B6,N307JB,1712,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1458,1518,20,20,1,1,1400-1459,34,1552,0,,0,145,149,112,1,867,4,0,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
37100,2018,7,16,7/16/2018,B6,20409,B6,N375JB,1712,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1458,1711,133,133,1,8,1400-1459,25,1736,0,,0,145,147,109,1,867,4,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37110,2018,7,1,7/1/2018,B6,20409,B6,N561JB,906,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1047,1151,64,64,1,4,1000-1059,27,1218,0,,0,133,144,112,1,740,3,0,,,,,,,,20,7/1/2018,0 days 00:14:00.000000000,14
37127,2018,7,16,7/16/2018,B6,20409,B6,N283JB,1012,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,925,942,17,17,1,1,0900-0959,23,1005,0,,0,140,144,115,1,867,4,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37160,2018,7,16,7/16/2018,YX,20452,YX,N724YX,3468,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1705,1801,56,56,1,3,1700-1759,22,1823,0,,0,126,117,83,1,612,3,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37161,2018,7,16,7/16/2018,YX,20452,YX,N730YX,3480,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1935,2014,39,39,1,2,1900-1959,17,2031,0,,0,71,55,33,1,177,1,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37162,2018,7,16,7/16/2018,YX,20452,YX,N979RP,3494,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1950,2211,141,141,1,9,1900-1959,19,2230,0,,0,196,177,154,1,1236,5,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37163,2018,7,16,7/16/2018,YX,20452,YX,N645RW,3540,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1415,1501,46,46,1,3,1400-1459,16,1517,0,,0,135,121,101,1,599,3,16,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37164,2018,7,16,7/16/2018,YX,20452,YX,N721YX,3542,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1753,1900,67,67,1,4,1700-1759,16,1916,0,,0,100,85,64,1,474,2,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37165,2018,7,16,7/16/2018,YX,20452,YX,N639RW,3566,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1500,1615,75,75,1,5,1500-1559,23,1638,0,,0,126,197,99,1,612,3,2,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37166,2018,7,16,7/16/2018,YX,20452,YX,N731YX,3590,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,850,929,39,39,1,2,0800-0859,25,954,0,,0,119,108,79,1,588,3,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37167,2018,7,16,7/16/2018,YX,20452,YX,N731YX,3613,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1755,1830,35,35,1,2,1700-1759,22,1852,0,,0,89,92,48,1,296,2,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37168,2018,7,16,7/16/2018,YX,20452,YX,N858RW,3625,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1154,1329,95,95,1,6,1100-1159,67,1436,0,,0,130,179,97,1,599,3,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37169,2018,7,16,7/16/2018,YX,20452,YX,N732YX,3630,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2110,2237,87,87,1,5,2100-2159,22,2259,0,,0,94,83,56,1,413,2,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37170,2018,7,16,7/16/2018,YX,20452,YX,N638RW,3657,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1425,1627,122,122,1,8,1400-1459,16,1643,0,,0,139,118,97,1,783,4,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37171,2018,7,16,7/16/2018,YX,20452,YX,N733YX,3662,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1625,1734,69,69,1,4,1600-1659,16,1750,0,,0,84,72,51,1,299,2,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37172,2018,7,16,7/16/2018,YX,20452,YX,N862RW,3667,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,845,919,34,34,1,2,0800-0859,28,947,0,,0,83,81,46,1,235,1,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37173,2018,7,16,7/16/2018,YX,20452,YX,N650RW,3689,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2117,2147,30,30,1,2,2100-2159,20,2207,0,,0,145,137,114,1,837,4,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37174,2018,7,16,7/16/2018,YX,20452,YX,N742YX,3693,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1000,1113,73,73,1,4,1000-1059,21,1134,0,,0,94,87,61,1,403,2,10,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37175,2018,7,16,7/16/2018,YX,20452,YX,N656RW,3698,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1535,1645,70,70,1,4,1500-1559,15,1700,0,,0,98,105,66,1,474,2,22,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37176,2018,7,16,7/16/2018,YX,20452,YX,N634RW,3699,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1002,1131,89,89,1,5,1000-1059,30,1201,0,,0,94,97,59,1,334,2,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37177,2018,7,16,7/16/2018,YX,20452,YX,N639RW,3709,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2115,2349,154,154,1,10,2100-2159,10,2359,0,,0,89,67,50,1,296,2,13,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37178,2018,7,16,7/16/2018,YX,20452,YX,N863RW,3712,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1550,1655,65,65,1,4,1500-1559,26,1721,0,,0,91,83,54,1,235,1,1,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37179,2018,7,16,7/16/2018,YX,20452,YX,N862RW,3713,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1258,1322,24,24,1,1,1200-1259,45,1407,0,,0,141,152,101,1,693,3,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37180,2018,7,16,7/16/2018,YX,20452,YX,N653RW,3714,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1547,1630,43,43,1,2,1500-1559,19,1649,0,,0,117,95,71,1,491,2,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37181,2018,7,16,7/16/2018,YX,20452,YX,N747YX,3751,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1550,1729,99,99,1,6,1500-1559,21,1750,0,,0,88,76,47,1,264,2,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37182,2018,7,16,7/16/2018,YX,20452,YX,N653RW,3752,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2105,2247,102,102,1,6,2100-2159,28,2315,0,,0,76,77,42,1,235,1,0,,,,,,,,22,7/16/2018,0 days 00:00:00.000000000,0
37309,2018,7,5,7/5/2018,AS,19930,AS,N281AK,51,13930,1393006,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1720,1803,43,43,1,2,1700-1759,50,1853,0,,0,276,283,227,1,1721,7,0,,,,,,,,21,7/5/2018,0 days 15:46:00.000000000,946
