,station,valid,lon,lat,wxcodes,Date,Time
342,ORD,2018-10-06 10:37,-87.9319,41.9875,-TSRA,2018-10-06,10:37
343,ORD,2018-10-06 10:51,-87.9319,41.9875,VCTS -RA,2018-10-06,10:51
344,ORD,2018-10-06 11:23,-87.9319,41.9875,VCTS,2018-10-06,11:23
345,ORD,2018-10-06 11:32,-87.9319,41.9875,VCTS -RA BR,2018-10-06,11:32
346,ORD,2018-10-06 11:42,-87.9319,41.9875,VCTS -RA BR,2018-10-06,11:42
347,ORD,2018-10-08 02:47,-87.9319,41.9875,VCTS -RA BR,2018-10-08,02:47
348,ORD,2018-10-08 02:51,-87.9319,41.9875,VCTS -RA BR,2018-10-08,02:51
349,ORD,2018-10-08 03:11,-87.9319,41.9875,VCTS RA BR,2018-10-08,03:11
350,ORD,2018-10-30 23:42,-87.9319,41.9875,-TSRA BR,2018-10-30,23:42
351,ORD,2018-10-30 23:51,-87.9319,41.9875,-TSRA,2018-10-30,23:51
352,ORD,2018-10-31 00:21,-87.9319,41.9875,VCTS,2018-10-31,00:21
353,ORD,2018-12-01 21:51,-87.9319,41.9875,VCTS -RA BR,2018-12-01,21:51
354,ORD,2018-12-02 02:59,-87.9319,41.9875,VCTS -RA BR,2018-12-02,02:59
355,ORD,2018-12-02 03:13,-87.9319,41.9875,-TSRA BR,2018-12-02,03:13
356,ORD,2018-12-02 03:33,-87.9319,41.9875,+TSRA BR,2018-12-02,03:33
357,ORD,2018-12-02 03:51,-87.9319,41.9875,+TSRA BR,2018-12-02,03:51
358,ORD,2018-12-02 04:03,-87.9319,41.9875,-TSRA BR,2018-12-02,04:03
359,ORD,2018-12-02 04:16,-87.9319,41.9875,VCTS -RA BR,2018-12-02,04:16
